medication_id,medication_name,pharm_class_cd,pharm_class_title,simple_generic_cd,simple_generic_title,generic_name,gpi,strength,form,route
44758,XODOL 5/300 5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 300 mg tablet,476332,5-300 mg,tablet,oral
44774,DEMEROL (PF) 75 MG/1.5 ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305139,MEPERIDINE HCL/PF,meperidine (PF) 75 mg/1.5 mL injection solution,475265,75 mg/1.5 mL,solution,injection
44878,HYDROMORPHONE 6 MG/30 ML IN 0.9 % SODIUM CHLORIDE PCA INTRAVENOUS SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 6 mg/30 mL in 0.9 % sodium chloride PCA intravenous soln,476728,6 mg/30 mL,patient control.analgesia soln,intravenous
44898,XODOL 7.5/300 7.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 300 mg tablet,476785,7.5-300 mg,tablet,oral
45083,ZERLOR 712.8 MG-60 MG-32 MG TABLET,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 712.8 mg-caffeine 60 mg-dihydrocodeine 32 mg tablet,269566,712.8-60-32 mg,tablet,oral
45123,ENDODAN 4.8355 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990305334,OXYCODONE HCL/ASPIRIN,oxyCODONE-aspirin 4.8355 mg-325 mg tablet,545151,4.8355-325 mg,tablet,oral
45130,PERCODAN 4.8355 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990305334,OXYCODONE HCL/ASPIRIN,oxyCODONE-aspirin 4.8355 mg-325 mg tablet,545151,4.8355-325 mg,tablet,oral
45137,LYNOX 5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-300 mg tablet,545244,5-300 mg,tablet,oral
45138,LYNOX 10 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-300 mg tablet,545246,10-300 mg,tablet,oral
45139,LYNOX 2.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-300 mg tablet,545243,2.5-300 mg,tablet,oral
45140,LYNOX 7.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 7.5 mg-300 mg tablet,545245,7.5-300 mg,tablet,oral
45296,OPANA 5 MG TABLET,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 5 mg tablet,545716,5 mg,tablet,oral
45297,OPANA 10 MG TABLET,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 10 mg tablet,545717,10 mg,tablet,oral
45298,"OPANA ER 20 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 20 mg tablet,extended release,12 hr",545723,20 mg,tablet extended release 12 hr,oral
45299,"OPANA ER 10 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 10 mg tablet,extended release,12 hr",545722,10 mg,tablet extended release 12 hr,oral
45300,"OPANA ER 40 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 40 mg tablet,extended release,12 hr",545724,40 mg,tablet extended release 12 hr,oral
45302,"OPANA ER 5 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 5 mg tablet,extended release,12 hr",545721,5 mg,tablet extended release 12 hr,oral
45315,PERLOXX 10 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-300 mg tablet,545246,10-300 mg,tablet,oral
45316,PERLOXX 2.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-300 mg tablet,545243,2.5-300 mg,tablet,oral
45317,PERLOXX 5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-300 mg tablet,545244,5-300 mg,tablet,oral
45318,PERLOXX 7.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 7.5 mg-300 mg tablet,545245,7.5-300 mg,tablet,oral
45319,ALCET 10 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-500 mg tablet,545718,10-500 mg,tablet,oral
45643,NARVOX 10 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-500 mg tablet,545718,10-500 mg,tablet,oral
45671,FENTANYL 200 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 200 mcg lozenge on a handle,263554,200 mcg,lozenge on a handle,buccal
45672,FENTANYL 400 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 400 mcg lozenge on a handle,206325,400 mcg,lozenge on a handle,buccal
45673,FENTANYL 600 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 600 mcg lozenge on a handle,224210,600 mcg,lozenge on a handle,buccal
45674,FENTANYL 800 MCG LOZENGE ON A HANDLE,12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,fentaNYL 800 mcg lozenge on a handle,164610,800 mcg,lozenge on a handle,buccal
45675,"FENTANYL 1,200 MCG LOZENGE ON A HANDLE",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 1,200 mcg lozenge on a handle",209467,"1,200 mcg",lozenge on a handle,buccal
45676,"FENTANYL 1,600 MCG LOZENGE ON A HANDLE",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 1,600 mcg lozenge on a handle",256654,"1,600 mcg",lozenge on a handle,buccal
45884,"FENTORA 100 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 100 mcg buccal tablet, effervescent",546700,100 mcg,"tablet, effervescent",buccal
45885,"FENTORA 200 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 200 mcg buccal tablet, effervescent",546701,200 mcg,"tablet, effervescent",buccal
45886,"FENTORA 400 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 400 mcg buccal tablet, effervescent",546702,400 mcg,"tablet, effervescent",buccal
45887,"FENTORA 600 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 600 mcg buccal tablet, effervescent",546703,600 mcg,"tablet, effervescent",buccal
45888,"FENTORA 800 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 800 mcg buccal tablet, effervescent",546705,800 mcg,"tablet, effervescent",buccal
45995,"KADIAN 80 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 80 mg capsule,extended release pellets",547792,80 mg,"capsule,extend.release pellets",oral
46037,LIQUICET 3.33 MG-167 MG/5 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 3.33 mg-acetaminophen 167 mg/5 mL oral solution,548491,3.33-167 mg/5 mL,solution,oral
46108,FENTANYL 12 MCG/HR TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,6510002500,FENTANYL,fentaNYL 12 mcg/hr transdermal patch,474106,12 mcg/hr,patch 72 hour,transdermal
46141,MAGNACET 2.5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-400 mg tablet,549161,2.5-400 mg,tablet,oral
46142,MAGNACET 5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-400 mg tablet,549162,5-400 mg,tablet,oral
46143,MAGNACET 7.5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 7.5 mg-400 mg tablet,549163,7.5-400 mg,tablet,oral
46144,MAGNACET 10 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-400 mg tablet,549165,10-400 mg,tablet,oral
46254,FENTANYL-BUPIVACAINE-NACL (PF) 2MCG/ML-0.0625 % INJECTION PUMP RESERVR,12236,OPIOID ANALGESICS,9990305595,FENTANYL/BUPIVACAINE/NS/PF,fentaNYL-bupivacaine-NaCL (PF) 2mcg/mL-0.0625 % injection pump reservr,549227,2-0.0625 mcg/mL-%,prefilled pump reservoir,injection
46302,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG/5 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-325 mg/5 mL oral solution,270777,5-325 mg/5 mL,solution,oral
46446,"KADIAN 200 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 200 mg capsule,extended release pellets",550062,200 mg,"capsule,extend.release pellets",oral
46596,FENTANYL(PF) 100 MCG/50 ML (2 MCG/ML)-BUPIV 0.125 % NACL EPIDURAL SYRG,12236,OPIOID ANALGESICS,9990305595,FENTANYL/BUPIVACAINE/NS/PF,fentaNYL(PF) 100 mcg/50 mL (2 mcg/mL)-bupiv 0.125 % NaCl epidural syrg,550570,2 mcg/mL- 0.125 %,syringe,epidural
46602,OPANA 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 1 mg/mL injection solution,153957,1 mg/mL,solution,injection
46604,ACETAMINOPHEN 712.8 MG-CAFFEINE 60 MG-DIHYDROCODEINE 32 MG TABLET,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 712.8 mg-caffeine 60 mg-dihydrocodeine 32 mg tablet,269566,712.8-60-32 mg,tablet,oral
46701,MORPHINE 10 MG/0.7 ML INTRAMUSCULAR PEN INJECTOR,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg/0.7 mL intramuscular pen injector,550581,10 mg/0.7 mL,pen injector,intramuscular
46853,REPREXAIN 7.5 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 7.5 mg-ibuprofen 200 mg tablet,156812,7.5-200 mg,tablet,oral
46954,PENTAZOCINE LACTATE 30 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520004020,PENTAZOCINE LACTATE,pentazocine lactate 30 mg/mL injection solution,150370,30 mg/mL,solution,injection
46987,MORPHINE 4 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 4 mg/mL injection solution,150742,4 mg/mL,solution,injection
47276,HYDROCODONE 5 MG-ACETAMINOPHEN 400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 400 mg tablet,153695,5-400 mg,tablet,oral
47300,OXYMORPHONE 1 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 1 mg/mL injection solution,153957,1 mg/mL,solution,injection
47617,FENTANYL 200 MCG (HOSP) LOZENGE ON A HANDLE,12733,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",6510002510,FENTANYL CITRATE,fentaNYL 200 mcg (Hosp) lozenge on a handle,157372,200 mcg (Hosp),lozenge on a handle,buccal
47855,DEMEROL 25 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 25 mg/mL injection syringe,445605,25 mg/mL,syringe,injection
48264,HYDROCODONE 10 MG-ACETAMINOPHEN 250 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 250 mg tablet,164218,10-250 mg,tablet,oral
48733,ACETAMINOPHEN 325 MG-CODEINE 30 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 30 mg capsule,168699,325-30 mg,capsule,oral
48744,OXYCODONE-ACETAMINOPHEN 5 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-500 mg tablet,168802,5-500 mg,tablet,oral
48998,ROXANOL 20 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 20 mg rectal suppository,198148,20 mg,suppository,rectal
49056,MORPHINE 15 MG CAPSULE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 15 mg capsule,171766,15 mg,capsule,oral
49548,MEPERITAB 100 MG TABLET,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 100 mg tablet,267200,100 mg,tablet,oral
49785,ZYDONE 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
49909,MEPERITAB 50 MG TABLET,12236,OPIOID ANALGESICS,6510004510,MEPERIDINE HCL,meperidine 50 mg tablet,179917,50 mg,tablet,oral
50497,DEZOCINE 15 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520002500,DEZOCINE,dezocine 15 mg/mL injection solution,186883,15 mg/mL,solution,injection
50788,MS/S 5 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 5 mg rectal suppository,166819,5 mg,suppository,rectal
50804,ACETAMINOPHEN 356.4 MG-CAFFEINE 30 MG-DIHYDROCODEINE 16 MG CAPSULE,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 356.4 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,189935,356.4-30-16 mg,capsule,oral
51298,ACETAMINOPHEN 325 MG-CODEINE 15 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 15 mg tablet,194682,325-15 mg,tablet,oral
51575,RESCUDOSE 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 20 mg/5 mL (4 mg/mL) oral solution,226400,20 mg/5 mL (4 mg/mL),solution,oral
51679,"OXYCODONE ER 160 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 160 mg tablet,extended release,12 hr",198111,160 mg,tablet extended release 12 hr,oral
51734,TYLAGESIC 3 300 MG-30 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 300 mg-codeine 30 mg tablet,200615,300-30 mg,tablet,oral
51740,MS/S 30 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 30 mg rectal suppository,277776,30 mg,suppository,rectal
51850,OXYMORPHONE 1.5 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 1.5 mg/mL injection solution,199832,1.5 mg/mL,solution,injection
52255,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SUSPENSION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 120 mg-codeine 12 mg/5 mL oral suspension,204046,120-12 mg/5 mL,suspension,oral
53710,MORPHINE 0.5 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 0.5 mg/mL injection solution,218232,0.5 mg/mL,solution,injection
54244,DEZOCINE 5 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520002500,DEZOCINE,dezocine 5 mg/mL injection solution,223487,5 mg/mL,solution,injection
55103,OXYMORPHONE 5 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,oxyMORphone 5 mg rectal suppository,232135,5 mg,suppository,rectal
55414,MS/S 20 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 20 mg rectal suppository,198148,20 mg,suppository,rectal
56156,HYDROCODONE-ASPIRIN 5 MG-500 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304178,HYDROCODONE BITARTRATE/ASPIRIN,HYDROcodone-aspirin 5 mg-500 mg tablet,242922,5-500 mg,tablet,oral
56217,FENTANYL 400 MCG (HOSP) LOZENGE ON A HANDLE,12733,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",6510002510,FENTANYL CITRATE,fentaNYL 400 mcg (Hosp) lozenge on a handle,243544,400 mcg (Hosp),lozenge on a handle,buccal
56418,DEZOCINE 10 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6520002500,DEZOCINE,dezocine 10 mg/mL injection solution,245420,10 mg/mL,solution,injection
57024,LEVOMETHADYL 10 MG/ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510003710,LEVOMETHADYL ACETATE HCL,levomethadyl 10 mg/mL oral solution,251103,10 mg/mL,solution,oral
57168,PROPOXYPHENE NAPSYLATE 100 MG TABLET,12236,OPIOID ANALGESICS,9990304013,PROPOXYPHENE NAPSYLATE,propoxyphene napsylate 100 mg tablet,252468,100 mg,tablet,oral
57171,ROXANOL 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 20 mg/5 mL (4 mg/mL) oral solution,226400,20 mg/5 mL (4 mg/mL),solution,oral
57227,HYDROCODONE 10 MG-ACETAMINOPHEN 400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 400 mg tablet,252972,10-400 mg,tablet,oral
57418,ASPIRIN-CODEINE 325 MG-60 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304047,ASPIRIN/CODEINE PHOSPHATE,aspirin-codeine 325 mg-60 mg tablet,254706,325-60 mg,tablet,oral
57433,PANLOR (HYDROCODONE-ACETAMINOPHEN) 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
57534,ROXANOL 10 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg rectal suppository,224233,10 mg,suppository,rectal
58112,UGESIC 5 MG-500 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 500 mg capsule,177193,5-500 mg,capsule,oral
58376,MORPHINE 30 MG SOLUBLE TABLET,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 30 mg soluble tablet,263614,30 mg,"tablet,soluble",oral
58506,MORPHINE 30 MG CAPSULE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 30 mg capsule,264653,30 mg,capsule,oral
58613,MEPERIDINE-PROMETHAZINE 25 MG-25 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,9990300154,MEPERIDINE HCL/PROMETH HCL,meperidine-promethazine 25 mg-25 mg/mL injection syringe,265582,25-25 mg/mL,syringe,injection
58738,OXYCODONE-ACETAMINOPHEN 2.5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-325 mg tablet,266673,2.5-325 mg,tablet,oral
58789,HYDROMORPHONE (PF) 250 MG SOLUTION FOR INJECTION,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 250 mg solution for injection,267180,250 mg,recon soln,injection
59800,LEVORPHANOL TARTRATE 2 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,6510004010,LEVORPHANOL TARTRATE,levorphanol tartrate 2 mg/mL injection solution,276714,2 mg/mL,solution,injection
59886,ROXANOL 30 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 30 mg rectal suppository,277776,30 mg,suppository,rectal
59969,ACETAMINOPHEN 325 MG-CODEINE 60 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 60 mg capsule,278169,325-60 mg,capsule,oral
60211,ASPIRIN-CODEINE #3 325 MG-30 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990304047,ASPIRIN/CODEINE PHOSPHATE,aspirin-codeine 325 mg-30 mg tablet,185900,325-30 mg,tablet,oral
60376,OXYCODONE-ASPIRIN 2.44 MG-325 MG TABLET,13200,OPIOID ANALGESIC AND SALICYLATE ANALGESIC COMB,9990300415,OXYCODONE/ASPIRIN,oxyCODONE-aspirin 2.44 mg-325 mg tablet,281886,2.44-325 mg,tablet,oral
60911,HYDROCODONE 7.5 MG-ACETAMINOPHEN 400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 400 mg tablet,286795,7.5-400 mg,tablet,oral
61314,PENTAZOCINE-ASPIRIN 12.5 MG-325 MG TABLET,12236,OPIOID ANALGESICS,9990300264,PENTAZOCINE HCL/ASPIRIN,pentazocine-aspirin 12.5 mg-325 mg tablet,290314,12.5-325 mg,tablet,oral
62308,MS/S 10 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg rectal suppository,224233,10 mg,suppository,rectal
62993,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 30 mg capsule,extended release 24 hr multiphase",401054,30 mg,"capsule, ER multiphase 24 hr",oral
62994,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 60 mg capsule,extended release 24 hr multiphase",401055,60 mg,"capsule, ER multiphase 24 hr",oral
62995,"MORPHINE ER 90 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 90 mg capsule,extended release 24 hr multiphase",401056,90 mg,"capsule, ER multiphase 24 hr",oral
62996,"MORPHINE ER 120 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 120 mg capsule,extended release 24 hr multiphase",401057,120 mg,"capsule, ER multiphase 24 hr",oral
69658,ROXANOL 5 MG RECTAL SUPPOSITORY,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 5 mg rectal suppository,166819,5 mg,suppository,rectal
69659,"ROXANOL SR 30 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 30 mg tablet,extended release",204827,30 mg,tablet extended release,oral
69662,DOLENE 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
69663,SK-65 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
69664,MARGESIC (PROPOXYPHENE) 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
69665,DORAPHEN-65 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
69666,PRO POX 65 65 MG CAPSULE,12236,OPIOID ANALGESICS,6510008510,PROPOXYPHENE HCL,propoxyphene 65 mg capsule,288670,65 mg,capsule,oral
69681,PHENAPHEN W/CODEINE 325 MG-30 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 30 mg capsule,168699,325-30 mg,capsule,oral
69682,PROVAL NO.3 325 MG-30 MG CAPSULE,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 325 mg-codeine 30 mg capsule,168699,325-30 mg,capsule,oral
